Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date
MT499187,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29837,USA: CA,Homo sapiens,,2020-03-25
MT499188,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,USA: CA,Homo sapiens,,2020-03-25
MT499189,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,USA: CA,Homo sapiens,,2020-03-25
MT499190,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA: CA,Homo sapiens,,2020-04-07
MT499191,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29893,USA: CA,Homo sapiens,,2020-03-24
MT499192,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29895,USA: CA,Homo sapiens,,2020-03-24
MT499193,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,USA: CA,Homo sapiens,,2020-03-24
MT499194,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29837,USA: CA,Homo sapiens,,2020-03-20
MT499195,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29893,USA: CA,Homo sapiens,,2020-03-20
MT499196,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29836,USA: CA,Homo sapiens,,2020-03-22
MT499197,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29837,USA: CA,Homo sapiens,,2020-03-21
MT499198,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA: CA,Homo sapiens,,2020-04-04
MT499199,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29894,USA: CA,Homo sapiens,,2020-03-21
MT499200,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,USA: CA,Homo sapiens,,2020-03-20
MT499201,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,USA: CA,Homo sapiens,,2020-03-20
MT499202,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29827,USA: CA,Homo sapiens,,2020-03-26
MT499203,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: CA,Homo sapiens,,2020-03-20
MT499204,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: CA,Homo sapiens,,2020-04-03
MT499205,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: CA,Homo sapiens,,2020-03-20
MT499206,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,USA: CA,Homo sapiens,,2020-04-03
MT499207,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29837,USA: CA,Homo sapiens,,2020-03-19
MT499208,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29873,Poland,Homo sapiens,,2020-04-11
MT499209,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,Poland,Homo sapiens,,2020-04-11
MT499210,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,Poland,Homo sapiens,,2020-04-11
MT500122,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29819,Pakistan: Karachi,Homo sapiens,oronasopharynx,2020-03-16
MT502774,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,Bangladesh,Homo sapiens,,2020-05-13
MT502900,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,348,Thailand,Homo sapiens,,2020-01-31
MT502901,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,346,Thailand,Homo sapiens,,2020-03-12
MT502902,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,346,Thailand,Homo sapiens,,2020-03-14
MT502903,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,352,Thailand,Homo sapiens,,2020-03-16
MT502904,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,357,Thailand,Homo sapiens,,2020-03-16
MT502905,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,357,Thailand,Homo sapiens,,2020-03-16
MT502906,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,357,Thailand,Homo sapiens,,2020-03-17
MT502907,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,357,Thailand,Homo sapiens,,2020-03-10
MT502908,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,354,Thailand,Homo sapiens,,2020-03-13
MT502909,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,352,Thailand,Homo sapiens,,2020-03-14
MT502910,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,352,Thailand,Homo sapiens,,2020-03-14
MT502911,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,357,Thailand,Homo sapiens,,2020-03-17
MT502912,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,333,Thailand,Homo sapiens,,2020-03-16
MT502913,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,346,Thailand,Homo sapiens,,2020-03-17
MT502914,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,357,Thailand,Homo sapiens,,2020-03-17
MT502915,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,357,Thailand,Homo sapiens,,2020-03-20
MT502916,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,354,Thailand,Homo sapiens,,2020-03-20
MT502917,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,352,Thailand,Homo sapiens,,2020-03-20
MT502918,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,352,Thailand,Homo sapiens,,2020-03-14
MT502919,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,345,Thailand,Homo sapiens,,2020-03-15
MT502920,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,346,Thailand,Homo sapiens,,2020-03-15
MT502921,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,357,Thailand,Homo sapiens,,2020-03-22
MT502922,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,357,Thailand,Homo sapiens,,2020-03-22
MT502923,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,345,Thailand,Homo sapiens,,2020-03-23
MT502924,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,357,Thailand,Homo sapiens,,2020-03-23
MT502925,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,352,Thailand,Homo sapiens,,2020-03-24
MT502926,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,333,Thailand,Homo sapiens,,2020-01-04
MT502927,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,352,Thailand,Homo sapiens,,2020-03-22
MT502928,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,352,Thailand,Homo sapiens,,2020-03-22
MT502929,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,346,Thailand,Homo sapiens,,2020-03-24
MT502930,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,352,Thailand,Homo sapiens,,2020-03-23
MT502931,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,357,Thailand,Homo sapiens,,2020-03-20
MT502932,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,355,Thailand,Homo sapiens,,2020-03-16
MT502933,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,339,Thailand,Homo sapiens,,2020-04-12
MT502934,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,350,Thailand,Homo sapiens,,2020-04-07
MT502935,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,354,Thailand,Homo sapiens,,2020-04-09
MT502936,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,350,Thailand,Homo sapiens,,2020-04-10
MT502937,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,352,Thailand,Homo sapiens,,2020-04-10
MT502938,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,357,Thailand,Homo sapiens,,2020-05-05
MT502939,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,357,Thailand,Homo sapiens,,2020-03-14
MT502940,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3011,Thailand,Homo sapiens,,2020-01-31
MT502941,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3014,Thailand,Homo sapiens,,2020-03-12
MT502942,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3011,Thailand,Homo sapiens,,2020-03-14
MT502943,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3014,Thailand,Homo sapiens,,2020-03-16
MT502944,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3012,Thailand,Homo sapiens,,2020-03-16
MT502945,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3021,Thailand,Homo sapiens,,2020-03-16
MT502946,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3027,Thailand,Homo sapiens,,2020-03-17
MT502947,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,2993,Thailand,Homo sapiens,,2020-03-10
MT502948,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,2973,Thailand,Homo sapiens,,2020-03-13
MT502949,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,2983,Thailand,Homo sapiens,,2020-03-14
MT502950,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,2986,Thailand,Homo sapiens,,2020-03-14
MT502951,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,2968,Thailand,Homo sapiens,,2020-03-17
MT502952,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,2972,Thailand,Homo sapiens,,2020-03-16
MT502953,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3014,Thailand,Homo sapiens,,2020-03-17
MT502954,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3014,Thailand,Homo sapiens,,2020-03-17
MT502955,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3010,Thailand,Homo sapiens,,2020-03-20
MT502956,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3011,Thailand,Homo sapiens,,2020-03-20
MT502957,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3014,Thailand,Homo sapiens,,2020-03-20
MT502958,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,2993,Thailand,Homo sapiens,,2020-03-14
MT502959,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3013,Thailand,Homo sapiens,,2020-03-15
MT502960,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3013,Thailand,Homo sapiens,,2020-03-15
MT502961,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3027,Thailand,Homo sapiens,,2020-03-22
MT502962,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3011,Thailand,Homo sapiens,,2020-03-22
MT502963,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3013,Thailand,Homo sapiens,,2020-03-23
MT502964,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3014,Thailand,Homo sapiens,,2020-03-23
MT502965,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3036,Thailand,Homo sapiens,,2020-03-24
MT502966,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3048,Thailand,Homo sapiens,,2020-01-04
MT502967,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3032,Thailand,Homo sapiens,,2020-03-22
MT502968,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3032,Thailand,Homo sapiens,,2020-03-22
MT502969,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3011,Thailand,Homo sapiens,,2020-03-24
MT502970,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3011,Thailand,Homo sapiens,,2020-03-23
MT502971,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3014,Thailand,Homo sapiens,,2020-03-20
MT502972,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3011,Thailand,Homo sapiens,,2020-03-16
MT502973,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3027,Thailand,Homo sapiens,,2020-04-12
MT502974,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3011,Thailand,Homo sapiens,,2020-04-07
MT502975,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3027,Thailand,Homo sapiens,,2020-04-09
MT502976,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3011,Thailand,Homo sapiens,,2020-04-10
MT502977,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3005,Thailand,Homo sapiens,,2020-04-10
MT502978,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,3025,Thailand,Homo sapiens,,2020-05-05
MT502979,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1237,Thailand,Homo sapiens,,2020-03-14
MT502980,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4223,Thailand,Homo sapiens,,2020-01-31
MT502981,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4228,Thailand,Homo sapiens,,2020-03-12
MT502982,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4228,Thailand,Homo sapiens,,2020-03-14
MT502983,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4217,Thailand,Homo sapiens,,2020-03-16
MT502984,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4228,Thailand,Homo sapiens,,2020-03-16
MT502985,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4228,Thailand,Homo sapiens,,2020-03-16
MT502986,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4228,Thailand,Homo sapiens,,2020-03-17
MT502987,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4228,Thailand,Homo sapiens,,2020-03-10
MT502988,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4229,Thailand,Homo sapiens,,2020-03-13
MT502989,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4228,Thailand,Homo sapiens,,2020-03-14
MT502990,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4228,Thailand,Homo sapiens,,2020-03-14
MT502991,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4228,Thailand,Homo sapiens,,2020-03-17
MT502992,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4218,Thailand,Homo sapiens,,2020-03-16
MT502993,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4228,Thailand,Homo sapiens,,2020-03-17
MT502994,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4228,Thailand,Homo sapiens,,2020-03-17
MT502995,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4225,Thailand,Homo sapiens,,2020-03-20
MT502996,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4228,Thailand,Homo sapiens,,2020-03-20
MT502997,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4228,Thailand,Homo sapiens,,2020-03-20
MT502998,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4226,Thailand,Homo sapiens,,2020-03-14
MT502999,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4216,Thailand,Homo sapiens,,2020-03-15
MT503000,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4228,Thailand,Homo sapiens,,2020-03-15
MT503001,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4216,Thailand,Homo sapiens,,2020-03-22
MT503002,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4228,Thailand,Homo sapiens,,2020-03-22
MT503003,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4228,Thailand,Homo sapiens,,2020-03-23
MT503004,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4228,Thailand,Homo sapiens,,2020-03-23
MT503005,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4217,Thailand,Homo sapiens,,2020-03-24
MT503006,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4228,Thailand,Homo sapiens,,2020-01-04
MT503007,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4216,Thailand,Homo sapiens,,2020-03-22
MT503008,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4219,Thailand,Homo sapiens,,2020-03-22
MT503009,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4223,Thailand,Homo sapiens,,2020-03-24
MT503010,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4228,Thailand,Homo sapiens,,2020-03-23
MT503011,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4232,Thailand,Homo sapiens,,2020-03-20
MT503012,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4218,Thailand,Homo sapiens,,2020-03-16
MT503013,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4236,Thailand,Homo sapiens,,2020-04-12
MT503014,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4235,Thailand,Homo sapiens,,2020-04-07
MT503015,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4247,Thailand,Homo sapiens,,2020-04-09
MT503016,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4247,Thailand,Homo sapiens,,2020-04-10
MT503017,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,2530,Thailand,Homo sapiens,,2020-04-10
MT503018,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,4247,Thailand,Homo sapiens,,2020-05-05
MT503019,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1095,Thailand,Homo sapiens,,2020-03-14
MT503020,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,688,Thailand,Homo sapiens,,2020-01-31
MT503021,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,688,Thailand,Homo sapiens,,2020-03-12
MT503022,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,688,Thailand,Homo sapiens,,2020-03-14
MT503023,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,688,Thailand,Homo sapiens,,2020-03-16
MT503024,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,688,Thailand,Homo sapiens,,2020-03-16
MT503025,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,688,Thailand,Homo sapiens,,2020-03-16
